parameter_id,JAX_OFD_012_001
gene_accession_id,MGI:1918764
parameter_name,Periphery permanence time
mouse_life_stage,Early adult
pvalue,0.7711434
mouse_strain,C57BL
analysis_id,r3i8fvc44741m8q
gene_symbol,Sfpq
