parameter_id,IMPC_DXA_005_001
mouse_life_stage,E12.5
gene_symbol,Eprs1
parameter_name,Bone Mineral Content (excluding skull)
mouse_strain,C57BL
pvalue,0.6135825
gene_accession_id,MGI:97838
analysis_id,tce919rm6135q6s
