parameter_id,JAXLA_CSD_041_002
pvalue,0.9157251
gene_accession_id,MGI:1924054
analysis_id,k7oj0408n5punt2
gene_symbol,Kdm4c
parameter_name,Hindpaw - size
mouse_life_stage,Early adult
mouse_strain,C57BL
