parameter_name,Creatinine
pvalue,0.2767965
mouse_life_stage,Early adult
analysis_id,42763sv94lxkqdj
mouse_strain,C57BL
gene_accession_id,MGI:88461
gene_symbol,Col6a3
parameter_id,IMPC_CBC_005_001
