parameter_id,JAX_OFD_017_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Stk35
analysis_id,qtsv47s7g4s315p
gene_accession_id,MGI:1914583
pvalue,0.9799561
parameter_name,Center average speed
