gene_symbol,Tnfsf10
parameter_id,IMPC_EYE_004_001
pvalue,0.8453975
mouse_strain,C57BL
analysis_id,2545gx3f885q0pb
mouse_life_stage,Early adult
gene_accession_id,MGI:107414
parameter_name,Eyelid morphology
