parameter_id,IMPC_DXA_003_001
pvalue,0.7078565
parameter_name,Lean mass
gene_symbol,Mov10
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:97054
analysis_id,a32472m9a140dw5
