parameter_id,HRWLLA_OFD_017_001
pvalue,0.2793951
gene_accession_id,MGI:2135738
mouse_life_stage,Early adult
parameter_name,Center average speed
analysis_id,270q06t8sp73aif
gene_symbol,Abo
mouse_strain,C57BL
