gene_symbol,Galnt13
parameter_name,Ulna
mouse_life_stage,Middle aged adult
analysis_id,30waxv3bust4z84
parameter_id,IMPC_XRY_023_001
mouse_strain,C57BL
pvalue,0.2875882
gene_accession_id,MGI:2139447
