mouse_life_stage,Early adult
gene_accession_id,MGI:891989
parameter_id,UCD_OWT_008_001
analysis_id,o9d0i2a09x98501
gene_symbol,Npbwr1
mouse_strain,C57BL
parameter_name,Liver weight
pvalue,0.287466
