gene_symbol,Inpp1
analysis_id,775hv26kspc4kzx
mouse_life_stage,Early adult
parameter_name,Average duration
pvalue,0.787427
gene_accession_id,MGI:104848
mouse_strain,C57BL
parameter_id,JAX_ROT_002_001
