parameter_name,Snout size
mouse_life_stage,E15.5
parameter_id,MGP_CSD_067_001
analysis_id,31938161o92r6e8
gene_accession_id,MGI:2444554
gene_symbol,Mapkap1
pvalue,0.5051445
mouse_strain,C57BL
