gene_symbol,Frmpd1
analysis_id,86ok6ic8233h368
pvalue,0.1368653
gene_accession_id,MGI:2446274
parameter_name,IgD+ mature B cell number
mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_id,MGP_PBI_035_001
