mouse_life_stage,E12.5
gene_accession_id,MGI:1914071
parameter_name,Retina (combined)
pvalue,0.5786352
analysis_id,567uu9g740746x5
gene_symbol,Bcs1l
mouse_strain,C57BL
parameter_id,IMPC_EYE_092_002
