parameter_name,Eye
gene_symbol,Mms22l
pvalue,0.613499
mouse_life_stage,Early adult
gene_accession_id,MGI:2684980
mouse_strain,129SV
parameter_id,M-G-P_013_001_001
analysis_id,t6ouo49l59ltjb9
