gene_symbol,Frmpd1
analysis_id,s59e9r683320598
mouse_strain,C57BL
gene_accession_id,MGI:2446274
mouse_life_stage,Late adult
pvalue,0.5406073
parameter_id,ICS_FEA_019_001
parameter_name,% Freezing duration pre-cue-2
