mouse_strain,129SV
pvalue,0.8191857
parameter_id,UCD_OWT_003_001
mouse_life_stage,Early adult
gene_symbol,Cds2
parameter_name,Spleen weight
analysis_id,5ktxyxp4w01hh09
gene_accession_id,MGI:1332236
