mouse_strain,C57BL
pvalue,0.9496917
parameter_id,MGP_MLN_006_001
parameter_name,Resting CD4+ T helper cells - % of CD4+ T helper cells
mouse_life_stage,Early adult
analysis_id,4bgwu3a8s3lie9d
gene_accession_id,MGI:1913506
gene_symbol,Ssr2
