gene_symbol,Sprr1b
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.4506841
gene_accession_id,MGI:106659
parameter_name,Chloride
analysis_id,eyg3m7a6zzv1ok6
parameter_id,HMGULA_CBC_003_001
