parameter_id,IMPC_GEL_006_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1924315
gene_symbol,Ints7
pvalue,0.7222753
analysis_id,07e76z6361qt92t
parameter_name,Pericardium Morphology
mouse_strain,C57BL
