gene_symbol,Jun
mouse_strain,C57BL
parameter_name,Spleen weight
pvalue,0.08366582
gene_accession_id,MGI:96646
mouse_life_stage,E9.5
parameter_id,UCD_OWT_003_001
analysis_id,z5n835pb289dp7f
