mouse_life_stage,Middle aged adult
mouse_strain,C57BL
pvalue,0.560705
gene_symbol,Hpca
parameter_name,Narrow eye opening
analysis_id,73i33428t491yak
gene_accession_id,MGI:1336200
parameter_id,IMPC_EYE_006_001
