parameter_id,IMPC_OFD_013_001
pvalue,0.08331521
mouse_life_stage,Early adult
parameter_name,Periphery average speed
gene_symbol,Cntfr
gene_accession_id,MGI:99605
analysis_id,p86xbk22koblfrf
mouse_strain,129SV
