parameter_id,MGP_MLN_033_001
gene_accession_id,MGI:1332236
analysis_id,6ky643q0pgmro0j
parameter_name,Resting NK cells - % of NK cells
mouse_life_stage,Early adult
gene_symbol,Cds2
mouse_strain,C57BL
pvalue,1.389031
