gene_symbol,EPRS1
pvalue,0.7281347
parameter_name,Lens
gene_accession_id,MGI:97838
analysis_id,m14za9livnspnbz
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_id,IMPC_EYE_016_001
