parameter_name,Prepulse inhibition - PP2
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,ESLIM_011_001_702
gene_accession_id,MGI:1345282
pvalue,0.8456737
analysis_id,769eay5l230y1i8
gene_symbol,Slc30a4
