gene_symbol,Secisbp2l
parameter_name,110dB startle magnitude
analysis_id,i0bj5e77z798y8x
parameter_id,ESLIM_011_001_006
mouse_life_stage,Middle aged adult
pvalue,0.05391863
mouse_strain,C57BL
gene_accession_id,MGI:1917604
