parameter_id,JAXLA_CSD_021_001
analysis_id,7dotkqvdnj86596
gene_symbol,Tbl1xr1
pvalue,0.4111181
parameter_name,Hindlimbs - shape
mouse_strain,C57BL
gene_accession_id,MGI:2441730
mouse_life_stage,Late adult
