Parameter_name,Center average speed
mouse_life_stage,Early adult
Analysis_id,ikjls5jw3ryg8cp
Mouse_strain,C57BL
Gene_symbol,Hspa5
Gene_accession_id,MGI:95835
Pvalue,0.2058484
parameter_id,JAXLA_OFD_017_001
