gene_symbol,Cntfr
parameter_name,Transitional B Cells (CD21/35 low)
mouse_strain,C57BL
pvalue,0.9930118
parameter_id,IMPC_IMM_069_001
analysis_id,894x5u0785b6dfj
gene_accession_id,MGI:99605
mouse_life_stage,Early adult
