pvalue,2.433914e-34
analysis_id,82ffq6h29m853ul
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_XRY_007_001
parameter_name,Clavicle
gene_symbol,Duoxa2
gene_accession_id,MGI:1914061
