parameter_name,Periphery average speed
gene_accession_id,MGI:2448481
pvalue,0.8653042
mouse_strain,C57BL
analysis_id,m89h85zi2f7394g
gene_symbol,Mgst2
parameter_id,HRWLLA_OFD_013_001
mouse_life_stage,Early adult
