gene_symbol,Tnfsf8
parameter_name,Urea (Blood Urea Nitrogen - BUN)
mouse_strain,C57BL
gene_accession_id,MGI:88328
mouse_life_stage,Early adult
pvalue,0.2616654
analysis_id,czv31rp68159510
parameter_id,IMPC_CBC_004_001
