parameter_id,JAXLA_CSD_041_002
mouse_life_stage,Early adult
gene_accession_id,MGI:3033992
pvalue,0.5829353
mouse_strain,C57BL
parameter_name,Hindpaw - size
gene_symbol,Cldn19
analysis_id,q1yaq918x4x8g5p
