gene_symbol,Zyg11b
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Heart weight
analysis_id,jlicb71k0ca0ow9
gene_accession_id,MGI:2685277
pvalue,0.3441259
parameter_id,IMPC_HWT_008_001
