parameter_id,MGP_PBI_003_001
parameter_name,CD4+ alpha beta T cell percentage
gene_symbol,Ift74
mouse_life_stage,Early adult
pvalue,0.6811786
analysis_id,217v2cat5ht988a
mouse_strain,C57BL
gene_accession_id,MGI:1914944
