parameter_id,IMPC_GEO_011_001
analysis_id,j2x7773u82dm83r
pvalue,0.8574239
gene_symbol,Lpgat1
mouse_life_stage,Middle aged adult
mouse_strain,C58BL
parameter_name,Blood Vessel Morphology
gene_accession_id,MGI:2446186
