parameter_id,JAX_LDT_009_001
mouse_life_stage,E12.5
mouse_strain,C57BL
gene_accession_id,MGI:1914071
pvalue,0.7732022
parameter_name,Percent time in light
gene_symbol,BCS1L
analysis_id,a2u12wn1mm1q7o4
