parameter_name,Prepulse inhibition - PP4
analysis_id,87qo63ro578x8a8
parameter_id,ESLIM_011_001_704
mouse_strain,C57BL
gene_accession_id,MGI:1916222
mouse_life_stage,Early adult
gene_symbol,Tatdn3
pvalue,0.4433315
