parameter_id,M-G-P_013_001_001
gene_accession_id,MGI:1338022
gene_symbol,Opn3
mouse_life_stage,Early adult
pvalue,0.4065766
mouse_strain,C57BL
analysis_id,63177wc71jx5f08
parameter_name,Eye
