parameter_name,Periphery average speed
pvalue,0.4592855
gene_accession_id,MGI:1341628
analysis_id,48w7wq6a6eac9p2
gene_symbol,Atrn
parameter_id,IMPC_OFD_013_001
mouse_life_stage,Early adult
mouse_strain,C57BL
