gene_symbol,Cntfr
pvalue,0.1863489
parameter_name,Periphery permanence time
parameter_id,JAX_OFD_012_001
mouse_life_stage,Early adult
analysis_id,6vv4go46savial7
gene_accession_id,MGI:99605
mouse_strain,129SV
