gene_symbol,Zmynd8
parameter_name,lens
pvalue,0.2695248
mouse_life_stage,Early adult
parameter_id,M-G-P_014_001_009
mouse_strain,129SV
analysis_id,pv103213w74g4r1
gene_accession_id,MGI:1918025
