mouse_strain,C57BL
analysis_id,6c1o06t5y01z2t6
pvalue,0.2237224
mouse_life_stage,Early adult
parameter_id,MGP_IMM_048_001
gene_accession_id,MGI:1349457
parameter_name,Follicular B cells - % of B2 cells
gene_symbol,Serinc3
