gene_symbol,Rab17
parameter_name,Alkaline phosphatase
mouse_strain,C57BL
analysis_id,n44z4n1ki4f48r0
gene_accession_id,MGI:104640
parameter_id,HRWLLA_CBC_014_001
mouse_life_stage,Early adult
pvalue,0.634034
