mouse_strain,C57BL
parameter_name,Ly6Clow monocyte percentage
parameter_id,MGP_PBI_018_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1914437
gene_symbol,Zmynd19
analysis_id,hfaex6t9g752d30
pvalue,0.4044804
