parameter_id,IMPC_ACS_037_001
pvalue,0.4630867
gene_accession_id,MGI:97838
mouse_strain,C57BL
mouse_life_stage,E12.5
analysis_id,xmp1sjn4g10flu7
parameter_name,% Pre-pulse inhibition - Global
gene_symbol,Eprs1
