parameter_id,MGP_PBI_018_001
analysis_id,71t62f96xzfhjcz
parameter_name,Ly6Clow monocyte percentage
mouse_strain,C57BL
gene_accession_id,MGI:2443129
mouse_life_stage,Early adult
pvalue,0.492784
gene_symbol,Golm2
