gene_symbol,SLC39A10
parameter_id,IMPC_CBC_001_001
mouse_life_stage,E9.5
analysis_id,0904t0s21ov7658
mouse_strain,C57BL
parameter_name,Sodium
pvalue,0.479536
gene_accession_id,MGI:1914515
