parameter_id,IMPC_DXA_010_001
gene_symbol,Dmap1
gene_accession_id,MGI:1913483
analysis_id,73563log5z6hf4h
pvalue,0.8600397
mouse_life_stage,Early adult
parameter_name,Bone Area
mouse_strain,C57BL
