gene_symbol,Snrpb2
analysis_id,34tfl1o04f5479v
gene_accession_id,MGI:104805
mouse_strain,C57BL
pvalue,0.5419279
parameter_id,HMGULA_CBC_009_001
parameter_name,Calcium
mouse_life_stage,Early adult
