gene_symbol,Dmap1
gene_accession_id,MGI:1913483
analysis_id,075m4g15c05ek14
parameter_id,ESLIM_008_001_017
parameter_name,Limb grasping
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.6857465
