parameter_id,JAXLA_CSD_022_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1914256
parameter_name,Hindlimbs - size
analysis_id,6x02031b5a9le1o
gene_symbol,Cisd2
pvalue,0.5422266
