gene_symbol,Lpgat1
parameter_name,Embryo Size
mouse_strain,C57BL
pvalue,0.4510596
parameter_id,IMPC_GEO_019_001
mouse_life_stage,Late adult
analysis_id,09ud6k90a8n5341
gene_accession_id,MGI:2446186
