gene_symbol,Sass6
mouse_life_stage,E9.5
pvalue,0.2952168
parameter_id,IMPC_CSD_016_001
gene_accession_id,MGI:1920026
mouse_strain,C57BL
analysis_id,yel35t97g3t3ha1
parameter_name,Coat - hair texture / appearance - abdomen
