gene_symbol,Fpgs
parameter_id,IMPC_CBC_015_001
pvalue,0.9146366
mouse_strain,C57BL
gene_accession_id,MGI:95576
analysis_id,7esq4ld69816q42
parameter_name,Total cholesterol
mouse_life_stage,Early adult
