parameter_id,HRWLLA_OFD_020_001
parameter_name,Distance travelled - total
analysis_id,12j2ih3r45g4k81
gene_symbol,Trim46
mouse_strain,C57BL
pvalue,0.05899385
gene_accession_id,MGI:2673000
mouse_life_stage,Early adult
