gene_symbol,Hnf4a
mouse_life_stage,Late adult
gene_accession_id,MGI:109128
analysis_id,x395sl768974ae9
parameter_id,JAXLA_CBC_015_001
mouse_strain,C57BL
pvalue,0.71345
parameter_name,Total cholesterol
