parameter_id,HRWLLA_OFD_011_001
gene_symbol,Slc30a4
pvalue,0.2933734
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
analysis_id,i366cpi68h3h104
gene_accession_id,MGI:1345282
parameter_name,Periphery resting time
