parameter_name,Whole arena resting time
mouse_strain,C57BL
parameter_id,JAX_OFD_007_001
gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
mouse_life_stage,Middle aged adult
analysis_id,9m5o9013994n99q
pvalue,0.0994151
