gene_symbol,Kdm4c
pvalue,0.8411795
parameter_id,MGP_PBI_001_001
analysis_id,3l91j8pc752o150
mouse_strain,C57BL
parameter_name,Total T cell percentage
mouse_life_stage,Early adult
gene_accession_id,MGI:1924054
