gene_accession_id,MGI:104848
gene_symbol,Inpp1
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_id,JAXLA_HBD_001_001
pvalue,0.5688825
parameter_name,Total holepokes
analysis_id,gn0b23cublv2f4r
