gene_symbol,Bach2
parameter_name,Vocalization
parameter_id,IMPC_CSD_078_001
analysis_id,2pu2f2377zlrb3x
pvalue,0.1273182
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:894679
