parameter_id,IMPC_ECG_028_001
parameter_name,QT
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:104848
pvalue,0.2983959
analysis_id,an0bx38b9h31zib
gene_symbol,Inpp1
